Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 11,Well 9806,TFH,9552,36,156,102,36,4355930,74744,4/11/2014,Sleeves,48.28537857,-103.7393951,,589.483085,55.59,319.0992768,228.5338593,181.9252685,161.9767697,145.0799912
Operator 1,Well 9807,MBH,10581,30,159,95,3,4488421,65696,5/6/2014,P & P,48.63244022,-102.9459181,CROSSLINKED (HC),647.254395,94.94,397.0742932,350.6574622,308.3881218,277.3065965,244.2855577
Operator 18,Well 9808,MBH,8976,35,153,98,15,2489178,41504,8/2/2014,Sleeves,48.072613,-103.2772998,CROSSLINKED (HC),585.06095,93.81,699.5397765,470.2060048,346.4606618,276.601651,
Operator 18,Well 9809,TFH,9989,42,154,98,7,2958964,50931,10/8/2014,Sleeves,48.16965531,-103.3365309,,419.1085,80.28,635.3714661,425.4766601,297.490686,,
Operator 29,Well 981,MBH,9118,37,161,99,8,2982790,68145,9/24/2014,P & P,48.77915559,-103.55977,,660,72.25,371.6962525,310.0043831,242.0830594,,
Operator 18,Well 9810,MBH,9766,34,154,98,7,2449968,40538,9/28/2014,Sleeves,48.16965442,-103.3363258,CROSSLINKED (HC),432.682115,102.93,895.7264957,556.092483,380.2925707,273.9170137,
Operator 35,Well 9811,MBH,9340,35,157,101,12,4063573,165220,9/15/2014,P & P,48.43181936,-103.6720581,SLICKWATER (HC),660,85.06,429.7501644,418.759588,323.0330923,256.5198334,
Operator 4,Well 9812,MBH,10357,46,156,97,3,3302768,72800,4/20/2014,P & P (cmt.),48.37194754,-103.1386331,,660,100.44,680.0788955,466.9625247,367.4775367,307.1371174,262.4178172
Operator 18,Well 9813,MBH,9921,35,158,96,18,2892784,47554,7/15/2014,Sleeves,48.51673426,-103.1439167,LINEAR GEL (HC),660,60.58,386.3247863,303.0462415,225.4383081,186.9859011,
Operator 18,Well 9814,MBH,9914,30,154,95,4,2052216,34384,11/12/2013,Sleeves,48.19516204,-102.9049481,,269.68983,144.3,1042.537804,780.4952882,563.7628753,456.2641537,384.9550734
Operator 1,Well 9815,MBH,9733,30,159,95,20,3007792,49500,10/30/2013,P & P,48.58872798,-102.9819212,LINEAR GEL (HC),542.57692,69.89,411.374096,335.3824238,265.7352619,217.4190956,185.7412886
Operator 35,Well 9816,MBH,9924,35,156,101,2,4098765,207614,8/22/2013,P & P,48.37218683,-103.6404118,,660,127.84,539.6120973,462.9410476,395.7648477,360.1504858,330.262437
Operator 41,Well 9817,MBH,9464,30,154,100,15,5402212,192561,7/11/2014,P & P,48.16781548,-103.5310679,SLICKWATER (HC),598.45115,104.1,478.5338593,384.7359194,318.4911243,275.9405362,
Operator 41,Well 9818,TFH,9560,32,154,100,15,5544831,205214,7/11/2014,P & P,48.16781542,-103.5309449,,534.47211,91.78,478.139382,435.4810432,324.4137629,259.7998393,
Operator 46,Well 9819,MBH,9671,37,153,99,5,4098268,210988,6/8/2014,P & P,48.11017931,-103.4513326,,660,196.49,972.2879684,702.6846373,590.2750384,496.6761633,
Operator 22,Well 982,MBH,10107,30,163,100,15,2021540,40817,10/8/2014,Sleeves,48.95147702,-103.6485669,,608.446615,67.45,272.9783037,262.4589086,235.9357879,,
Operator 46,Well 9820,MBH,9300,35,153,99,5,3828608,201429,6/19/2014,P & P,48.11017886,-103.4514555,SLICKWATER (HC),512.10416,208.62,878.9940828,736.2042516,613.0780188,540.2549492,431.1253561
Operator 11,Well 9821,MBH,10888,36,156,101,34,3980960,59204,2/9/2014,Sleeves,48.28528684,-103.6625521,LINEAR GEL (HC),660,67.91,,,,,
Operator 2,Well 9822,MBH,9403,30,154,97,15,3670320.294,81230,4/6/2014,P & P,48.16704061,-103.1501757,,401.79408,70.71,365.9763314,326.0464607,250.2849003,203.9739937,168.8773833
Operator 1,Well 9823,TFH,11492,35,155,97,20,4143494,83303,3/19/2014,P & P,48.23090586,-103.1889486,LINEAR GEL (HC),616.95152,84.41,511.965812,376.2217839,291.5296954,250.2483746,221.4031339
Operator 11,Well 9824,MBH,10548,36,156,102,36,3826031,57396,4/5/2014,Sleeves,48.28537743,-103.7391896,,617.819075,58.12,320.6114398,232.1718168,191.5570896,173.2266784,154.985755
Operator 1,Well 9825,TFH,9976,30,159,95,3,5683901,73691,5/27/2014,P & P,48.63244297,-102.9471179,CROSSLINKED (HC),660,128.31,482.2485207,453.1339031,431.8211703,385.1961429,342.6775148
Operator 18,Well 9826,TFH,9010,35,153,98,15,2472248,41140,8/13/2014,Sleeves,48.07261956,-103.2774349,,576.32215,68.9,386.817883,319.2965155,232.4895902,178.7128351,
Operator 18,Well 9827,TFH,9728,35,154,98,7,2482459,51512,10/5/2014,Sleeves,48.16965353,-103.3361207,CROSSLINKED (HC),543.35718,79.58,496.1538462,358.273066,248.3344291,,
Operator 4,Well 9828,MBH,10264,44,156,97,3,3261778,70931,4/20/2014,P & P (cmt.),48.37194671,-103.1388183,CROSSLINKED (HC),660,77.88,574.5233399,392.1214114,297.1893491,241.6611878,208.7168529
Operator 18,Well 9829,MBH,9758,35,158,96,18,2986449,46423,10/30/2014,Sleeves,48.51673347,-103.1440529,CROSSLINKED (HC),660,54.42,369.460881,271.049748,202.4052159,,
Operator 1,Well 983,TFH,9426,30,160,95,32,3608700,62241,10/21/2014,P & P,48.64669749,-102.9784731,LINEAR GEL (HC),646.07647,75.85,513.5108481,401.0848126,251.846373,,
Operator 18,Well 9830,MBH,11304,35,158,96,18,2752595,68441,7/23/2014,Sleeves,48.51673189,-103.1443254,SLICKWATER (HC),660,60.57,349.3754109,280.352838,220.5566513,183.7606838,
Operator 24,Well 9831,MBH,9697,25,153,98,9,3972484,95236,3/11/2014,P & P (cmt.),48.08459053,-103.2820231,LINEAR GEL (HC),474.78655,110.3,846.0880999,565.2640806,422.2222222,344.4517496,295.8799036
Operator 2,Well 9832,TFH,9683,30,155,97,35,2660640,78574,6/12/2013,P & P,48.19832493,-103.1227863,CROSSLINKED (HC),465.889145,64.43,337.3767258,269.9539776,203.9831251,174.6219592,155.7117028
Operator 1,Well 9833,TFH,9818,30,159,95,20,4061258,68485,12/17/2013,P & P,48.58872824,-102.9817352,SLICKWATER (HC),552.78029,54.06,213.6423406,207.0238878,176.1669954,157.0202352,142.8281832
Operator 24,Well 9834,TFH,9551,30,154,98,12,4050776,97688,11/1/2013,P & P (cmt.),48.16992944,-103.2325395,CROSSLINKED (HC),435.461,117.73,694.1485865,592.8446198,458.8812185,375.5679743,318.5075608
Operator 41,Well 9835,MBH,9493,30,154,100,15,5596680,195451,7/11/2014,P & P,48.16781536,-103.5308218,SLICKWATER (HC),559.75073,123.31,539.3162393,460.3550296,381.980057,323.9791073,
Operator 11,Well 9836,TFH,9735,36,156,101,16,3996797,57107,10/22/2013,Sleeves,48.34194201,-103.6742719,CROSSLINKED (HC),582.33388,44.43,249.2439185,213.4341442,163.2259478,140.6275111,127.5969757
Operator 11,Well 9837,TFH,10973,,156,101,34,3874552,54690,2/13/2014,Sleeves,48.28528607,-103.6623465,,660,48.1,221.4990138,202.1148367,163.4341442,142.8628826,125.3835196
Operator 1,Well 9838,TFH,9330,30,159,97,29,3763960,84096,10/20/2013,P & P,48.57428526,-103.2437898,CROSSLINKED (HC),660,94.65,379.8816568,324.1617357,295.9346921,270.8415516,246.6496822
Operator 2,Well 9839,TFH,8938,40,154,97,15,3607459.523,89631,4/13/2014,P & P,48.16704113,-103.1502987,,401.79408,39.9,280.4733728,193.5459128,142.8391409,117.2583826,94.17598071
Operator 1,Well 984,MBH,9520,30,160,95,32,3599950,162565,10/17/2014,P & P,48.64669706,-102.9786593,SW-GEL HYBRID,650.53818,96.8,483.3990796,367.4117905,216.4529915,,
Operator 24,Well 9840,TFH,8488,24,154,99,2,4597659,108497,8/22/2014,P & P (cmt.),48.19661536,-103.3752506,CROSSLINKED (HC),476.124345,78.68,322.156476,309.8838483,256.5198334,210.7422018,
Operator 1,Well 9841,MBH,9605,30,159,95,3,5642137,77459,5/20/2014,P & P,48.6324434,-102.947304,CROSSLINKED (HC),639.325685,103.5,441.4201183,370.1950471,339.5079991,312.4516035,275.8026518
Operator 1,Well 9842,TFH,10295,40,159,95,3,7650586,99070,5/22/2014,P & P,48.63244383,-102.9474902,CROSSLINKED (HC),639.325685,77.62,380.8678501,290.1380671,249.3261012,228.1211191,201.0656366
Operator 2,Well 9843,MBH,9814,30,155,96,16,3756220,86207,6/22/2014,P & P,48.25386278,-103.0308649,CROSSLINKED (HC),558.03567,70.55,480.9664694,329.1036599,243.8253342,196.62868,
Operator 2,Well 9844,TFH,9412,30,155,96,16,2696620,72158,6/18/2014,P & P,48.25386278,-103.0309882,CROSSLINKED (HC),535.115395,48.93,209.3359632,191.9680035,152.8709183,132.5991672,
Operator 24,Well 9845,MBH,9040,24,155,99,11,3617590,84615,5/15/2014,P & P (cmt.),48.25652052,-103.3828877,,496.1522,107.68,439.809336,398.7617795,355.095332,318.7997662,281.5417488
Operator 18,Well 9846,MBH,10330,35,158,96,18,2990177,44924,7/19/2014,Sleeves,48.51673268,-103.1441891,,660,49.47,357.2649573,228.7201403,182.5388998,153.6087369,
Operator 18,Well 9847,TFH,10117,35,153,98,15,2209859,42743,8/16/2014,Sleeves,48.07263265,-103.277701,CROSSLINKED (HC),600.3125,46.94,276.4628534,193.6007013,124.3754109,,
Operator 18,Well 9848,MBH,10388,35,158,97,33,2804746,43187,1/21/2015,Sleeves,48.46076275,-103.2131757,CROSSLINKED (HC),660,61.43,464.1354372,290.1380671,,,
Operator 18,Well 9849,MBH,9804,35,158,97,33,2558678,43337,1/24/2015,Sleeves,48.46076288,-103.2130396,CROSSLINKED (HC),660,57.78,350.0657462,258.568924,,,
Operator 1,Well 985,MBH,14719,50,162,95,32,5988157,259634,10/7/2014,11 Sleeves and 39 P & P,48.80846818,-103.0339915,SLICKWATER (HC),660,127.38,582.6758711,528.8187596,468.0528161,,
Operator 2,Well 9850,MBH,9442,30,155,97,35,2708254,76461,8/29/2013,P & P,48.19832493,-103.1226632,CROSSLINKED (HC),465.889145,78.05,359.5332018,332.4786325,266.4584703,219.1138871,190.3270874
Operator 35,Well 9851,MBH,10053,35,157,100,20,1660751,200737.8333,2/7/2014,P & P,48.40225598,-103.6295743,SLICKWATER (HC),660,111.78,558.3168968,501.0409818,437.5958799,378.7603185,320.5155599
Operator 24,Well 9852,MBH,8633,36,154,98,12,4521314,112597,10/31/2013,P & P (cmt.),48.16993008,-103.2327856,CROSSLINKED (HC),660,135.89,597.1729126,535.8645628,469.1759807,405.9244649,360.5303528
Operator 1,Well 9853,TFH,9434,30,159,96,30,2284733,25164.33333,8/5/2013,P & P,48.57431183,-103.1364875,,660,38.68,157.5279421,149.1672146,130.2651764,114.5335671,101.9669077
Operator 6,Well 9854,MBH,9064,34,156,99,30,3964619,68438,3/23/2014,P & P (cmt.),48.31289276,-103.4571572,LINEAR GEL (HC),586.02706,128.93,784.2537804,607.6156038,478.6105632,397.0998612,340.7900504
Operator 2,Well 9855,TFH,9517,30,154,96,18,3782485,83921,12/13/2014,P & P,48.16787741,-103.0779821,CROSSLINKED (HC),610.49709,101.28,504.9638396,359.8181021,,,
Operator 2,Well 9856,MBH,9767,45,154,96,18,3910102,98732,12/18/2014,P & P,48.16787724,-103.0778591,CROSSLINKED (HC),559.81247,130.18,652.7613412,505.7747096,,,
Operator 11,Well 9857,MBH,9533,32,155,102,7,3527746,45872,10/31/2013,Sleeves,48.25667999,-103.8609347,SW-GEL HYBRID,660,53.46,209.8619329,182.938856,167.9651545,155.6724377,145.5155599
Operator 2,Well 9858,MBH,9274,30,154,97,15,2685040.214,75730,3/31/2014,P & P,48.16704164,-103.1504217,CROSSLINKED (HC),392.78459,64.05,327.3175542,273.9754547,226.5285996,188.2350793,157.0047118
Operator 24,Well 9859,MBH,9163,21,154,99,2,4202944,93281,8/22/2014,P & P (cmt.),48.19661536,-103.3753737,CROSSLINKED (HC),339.74573,90.23,432.0512821,426.5285996,332.2211265,280.243261,
Operator 22,Well 986,MBH,10039,30,163,100,26,1999900,40935.85714,9/4/2014,Sleeves,48.92250911,-103.6192214,SLICKWATER (HC),660,101.99,404.8323471,391.8145957,344.1485865,307.4074074,
Operator 24,Well 9860,TFH,9063,21,155,99,15,3421652,89265,5/14/2014,P & P (cmt.),48.25479284,-103.4016841,,451.53006,76.6,468.8362919,337.6068376,277.1148367,234.2245599,204.3447293
Operator 2,Well 9861,MBH,9131,40,155,96,16,3797822,78780,6/13/2014,P & P,48.25386278,-103.0311114,LINEAR GEL (HC),621.22453,46.14,216.0420776,186.7302213,147.5509533,126.5979984,
Operator 24,Well 9862,TFH,9301,20,155,99,11,4549971,103694,6/14/2014,P & P (cmt.),48.25652117,-103.3827644,,402.257465,61.47,410.486522,295.8031996,227.7996932,189.783768,164.0779093
Operator 18,Well 9863,MBH,9514,35,153,98,15,2442794,36539,8/6/2014,Sleeves,48.07262609,-103.2775659,,604.0203,95.26,697.2386588,451.6765286,341.6063993,274.3407115,
Operator 18,Well 9864,MBH,10380,35,158,97,33,2783180,44007,1/26/2015,Sleeves,48.460763,-103.2129035,CROSSLINKED (HC),660,60.44,528.9612097,292.7679158,,,
Operator 27,Well 9865,MBH,9858,25,159,100,6,3107967,61060,5/22/2014,P & P (cmt.),48.63289189,-103.6543331,LINEAR GEL (HC),660,29.66,109.2373439,102.0381328,88.87793119,82.39827599,77.16414639
Operator 6,Well 9866,MBH,8993,32,154,99,18,3522900,51389,11/21/2013,Sleeves,48.15655746,-103.4730556,CROSSLINKED (HC),660,99.24,597.8303748,423.7124699,342.357002,299.028417,264.5710059
Operator 35,Well 9867,MBH,9727,35,157,100,20,4079572,262507,2/7/2014,P & P,48.40225622,-103.6294507,SLICKWATER (HC),660,80.87,364.2340565,265.1106728,233.3936007,213.8432318,199.1535174
Operator 1,Well 9868,TFH,9518,30,153,99,4,2545902,53358,8/17/2013,P & P,48.11028546,-103.4202475,,646.081145,71.74,312.886259,300.4930966,242.800789,212.1520929,190.3079115
Operator 11,Well 9869,TFH,9447,36,155,101,1,4342390,94991.71429,5/31/2014,Sleeves,48.2838299,-103.6158272,SLICKWATER (HC),624.192565,59.15,405.7527942,273.6467236,223.559062,193.7358463,149.0494192
Operator 22,Well 987,TFH,10078,17,163,100,15,3028700,50701,10/9/2014,Sleeves,48.95147702,-103.648775,SLICKWATER (HC),631.49847,67.77,222.1236029,217.8610563,211.8836292,,
Operator 6,Well 9870,TFH,9216,34,156,99,30,3934973,65770,3/23/2014,P & P (cmt.),48.31289262,-103.4574656,,506.39087,84.6,324.6219592,299.8246767,280.8294981,251.0336767,224.18913
Operator 2,Well 9871,TFH,9110,30,154,96,18,3661692,78605,12/8/2014,P & P,48.16787707,-103.077736,CROSSLINKED (HC),614.10787,88.11,472.5838264,366.5899627,,,
Operator 2,Well 9872,TFH,8775,30,154,97,15,2529859.94,71330,3/31/2014,P & P,48.16704215,-103.1505448,CROSSLINKED (HC),392.78459,39.99,232.1827745,186.522025,139.0149025,116.9223464,99.33705895
Operator 18,Well 9873,MBH,10766,33,158,97,10,2808535,47596,1/21/2014,Sleeves,48.5186228,-103.1910764,LINEAR GEL (HC),660,42.41,281.1965812,196.3730002,146.2141135,121.7693038,
Operator 24,Well 9874,MBH,9380,22,154,99,2,4456213,98517,8/21/2014,P & P (cmt.),48.19661536,-103.3756198,,437.615865,92.43,550.9533202,446.5373658,319.9101468,271.0716634,
Operator 24,Well 9875,MBH,8710,29,155,99,15,3019303,107662,5/14/2014,P & P (cmt.),48.25479284,-103.4015609,SLICKWATER (HC),343.25259,74.23,427.5147929,312.0644313,259.1442034,225.5643217,196.918146
Operator 1,Well 9876,MBH,9493,30,155,98,11,3473799,189915,5/17/2014,P & P,48.25626955,-103.2470956,,655.17593,93.76,616.469428,474.0083279,343.5294762,291.6319673,247.9426912
Operator 13,Well 9877,TFH,9156,35,158,95,7,4100548,214076,6/25/2014,P & P,48.51820311,-103.011991,SLICKWATER (HC),479.76501,126.6,566.17357,473.8768354,435.3659873,376.3277084,
Operator 24,Well 9878,MBH,8933,29,155,99,11,2936189,98700,5/15/2014,P & P (cmt.),48.25652183,-103.3826412,,476.5037,97.15,480.3418803,402.4873986,338.3355249,290.6896048,258.6346702
Operator 18,Well 9879,MBH,10189,35,158,97,33,2858251,43972,1/29/2015,Sleeves,48.46076313,-103.2127673,CROSSLINKED (HC),660,61.84,339.8750822,297.2934473,,,
Operator 22,Well 988,TFH,9658,26,163,100,15,6045300,87660,10/11/2014,Sleeves,48.95147702,-103.6489832,LINEAR GEL (HC),624.235525,45.92,151.2491782,144.1595442,136.3138286,,
Operator 2,Well 9880,MBH,9765,30,157,96,1,3298680,77296,4/22/2014,P & P,48.45866612,-103.0326848,,660,66.88,352.4326101,270.6223975,205.982906,174.7315363,152.2737234
Operator 27,Well 9881,MBH,9534,25,159,100,6,3026510,60692,5/22/2014,P & P (cmt.),48.63289351,-103.6538986,,660,50.03,180.9335963,165.1325882,155.5172036,146.9537585,134.122288
Operator 11,Well 9882,TFH,10317,36,153,103,1,3563546,100997,3/29/2014,P & P,48.11030023,-103.8673889,SW-GEL HYBRID,587.805125,31.56,186.4234057,153.0243261,118.6007013,99.59456498,84.82358098
Operator 2,Well 9883,TFH,9675,27,155,95,24,3067525,72737,8/20/2013,P & P,48.23969123,-102.8343986,LINEAR GEL (HC),433.768925,75.12,416.1406969,330.648696,258.6346702,214.1135218,186.2480824
Operator 24,Well 9884,TFH,9299,29,154,98,12,3989358,94942,11/2/2013,P & P (cmt.),48.16992912,-103.2324164,CROSSLINKED (HC),477.185675,87.94,587.3109796,426.4628534,319.499233,266.6484038,231.9307473
Operator 1,Well 9885,MBH,9472,30,153,99,4,2561210,49977,8/17/2013,P & P,48.11028537,-103.4204319,,641.65064,92.74,464.1025641,422.1126452,359.6975674,290.9197166,247.1318212
Operator 1,Well 9886,MBH,6742,23,155,97,28,2834700,62542,11/12/2013,P & P,48.22095927,-103.1608953,CROSSLINKED (HC),657.09562,62.05,424.9506903,306.9910147,231.1143984,192.0666228,168.9129958
Operator 24,Well 9887,TFH,9286,25,154,97,17,4048407,96639,1/31/2014,P & P (cmt.),48.16793191,-103.193104,,423.989255,66.32,516.1406969,325.662941,246.8825334,203.5028125,176.0245453
Operator 18,Well 9888,TFH,9258,30,155,95,18,2099597,36990,3/24/2014,Sleeves,48.25401435,-102.9444036,,609.094165,97.1,713.5437212,524.8959018,369.570458,292.7642633,251.0930309
Operator 18,Well 9889,MBH,8941,35,155,95,18,2341327,38547,3/16/2014,Sleeves,48.25407748,-102.9442188,LINEAR GEL (HC),621.756435,89.91,661.965812,532.3800131,361.7302213,282.9278983,238.5437212
Operator 26,Well 989,TFH,9377,30,163,101,20,2424940,41592.97619,7/1/2014,P & P,48.92462177,-103.8244556,,660,46.12,303.9776463,237.037037,176.2710936,143.019943,121.4223099
Operator 19,Well 9890,TFH,9323,36,158,95,21,2293023.92,67729,11/19/2013,P & P,48.50179629,-102.9704851,,496.962105,91.23,446.9756739,364.9243918,315.8941486,275.7907809,242.9048871
Operator 18,Well 9891,MBH,10163,35,158,97,10,2829588,47477,1/25/2014,Sleeves,48.51862236,-103.1912127,,660,36.06,165.0230112,155.4898093,125.8218277,91.08773468,
Operator 24,Well 9892,TFH,9879,26,159,98,12,2143800,64263,1/16/2014,P & P (cmt.),48.60518882,-103.2914226,,660,32.52,140.729783,116.6228359,99.32610125,89.21031485,82.2156476
Operator 24,Well 9893,TFH,9266,25,155,99,15,3421652,102441,5/14/2014,P & P (cmt.),48.25479284,-103.4014377,LINEAR GEL (HC),406.42397,62,330.0131492,262.3383739,212.9191321,185.0208196,164.7572869
Operator 1,Well 9894,TFH,9418,15,155,98,11,2691369,57909,6/28/2014,P & P,48.25626895,-103.2472805,CROSSLINKED (HC),596.805375,45.59,302.1367521,206.3664256,165.4010519,136.0764117,118.2500548
Operator 18,Well 9895,MBH,9869,23,158,98,13,1817256,24975,1/16/2015,Sleeves,48.51626161,-103.2778818,LINEAR GEL (HC),660,31.32,137.6397107,122.2112645,105.8294981,,
Operator 13,Well 9896,MBH,9659,35,158,95,7,4044676,236829,6/28/2014,P & P,48.51820176,-103.012404,SLICKWATER (HC),660,89.38,404.9967127,368.7376726,319.7950909,259.2519541,
Operator 2,Well 9897,TFH,9966,30,154,96,6,3788119,71895,10/25/2014,P & P,48.19658928,-103.0800985,CROSSLINKED (HC),504.839,97,818.1788297,514.1573526,366.6228359,,
Operator 24,Well 9898,TFH,9391,21,155,99,11,3591040,81576,5/15/2014,P & P (cmt.),48.25652248,-103.3825179,CROSSLINKED (HC),570.398435,83.64,432.3800131,348.3453868,289.8531668,252.9037914,222.1318212
Operator 2,Well 9899,MBH,9555,30,158,96,36,3215030,73100,4/28/2014,OH,48.46036087,-103.0276035,,660,55.63,283.5963182,250.7341661,187.9026956,156.2349332,136.8589744
Operator 4,Well 99,TFH,11176,47,140,100,14,2986737,58472,6/20/2014,P & P (cmt.),46.94763515,-103.2648452,LINEAR GEL (HC),660,66.96,393.4911243,320.9401709,253.0681569,207.546205,179.226934
Operator 20,Well 990,TFH,9535,25,162,98,5,2210659,59658,1/30/2015,P & P (cmt.),48.89371394,-103.4264062,SLICKWATER (HC),660,65.31,518.8362919,337.8588648,,,
Operator 11,Well 9900,MBH,9685,32,155,101,13,4482697,66477,5/17/2014,Sleeves,48.25503379,-103.6051238,LINEAR GEL (HC),650.260085,81.86,434.8783695,369.5485426,325.6738988,274.0448535,220.033421
Operator 11,Well 9901,TFH,10482,32,155,101,13,3578160,198705,5/21/2014,P & P,48.25503417,-103.6049883,SLICKWATER (HC),660,75.06,603.7146614,423.8001315,314.9737015,251.6619183,199.9945211
Operator 11,Well 9902,MBH,10172,32,155,101,13,4022315,47973,4/27/2014,Sleeves,48.25448583,-103.6138274,,404.58544,81.7,601.9723866,413.9820294,317.1761999,270.4288115,219.7950909
Operator 18,Well 9903,TFH,9914,30,154,95,4,2002446,37838,10/18/2013,Sleeves,48.19502498,-102.9049481,CROSSLINKED (HC),507.986115,134.94,812.8533859,715.8229235,533.0703485,424.6219592,353.4626342
Operator 24,Well 9904,MBH,10539,35,154,98,12,4702543,106593,11/2/2013,P & P (cmt.),48.16992976,-103.2326625,,660,128.13,709.0401052,621.3127329,483.1634889,402.1330996,347.3865878
Operator 35,Well 9905,MBH,9851,35,157,102,24,4135680,204109,7/30/2013,P & P,48.40267533,-103.8003192,SLICKWATER (HC),660,90.99,401.8737673,356.1691869,311.2480824,281.7992549,254.4296515
Operator 1,Well 9906,TFH,7793,26,155,97,28,3089990,60368,11/11/2013,P & P,48.22108261,-103.160897,,660,60.75,376.1669954,265.954416,208.3278545,176.4592008,153.0462415
Operator 24,Well 9907,MBH,8961,25,154,97,17,3792990,93482,3/20/2014,P & P (cmt.),48.16791786,-103.1929811,LINEAR GEL (HC),282.534395,57.54,429.2899408,278.5557747,210.9522244,174.7644094,153.7941048
Operator 18,Well 9908,TFH,9409,35,155,95,18,2413201,41760,3/20/2014,Sleeves,48.25413787,-102.9440381,LINEAR GEL (HC),618.10518,103.96,702.0381328,525.5971948,404.8213894,323.7636058,274.0603769
Operator 19,Well 9909,MBH,8985,35,158,95,21,1798350.12,61242,11/24/2013,P & P,48.50193334,-102.9704851,LINEAR GEL (HC),388.985785,192.89,998.9809336,865.9982468,728.583169,620.2169625,540.0750603
Operator 20,Well 991,TFH,9972,32,162,98,5,2617111,77982,1/30/2015,P & P (cmt.),48.89378246,-103.4264057,SLICKWATER (HC),660,58.67,340.6969099,289.2724085,,,
