Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 4,Well 10136,TFH,9878,25,154,97,9,3351000,56104,4/14/2015,P & P (cmt.),48.17124801,-103.1647069,CROSSLINKED (HC),162.60653,50.49,,,,,
Operator 4,Well 10137,TFH,8683,26,154,97,9,3409360,56262,4/4/2015,P & P (cmt.),48.17090501,-103.1567648,,660,56.21,,,,,
Operator 41,Well 10138,TFH,9761,38,155,101,26,8054409,135368,7/3/2015,P & P (cmt.),48.2253737,-103.6400572,LINEAR GEL (HC),627.84146,89.54,,,,,
Operator 41,Well 10139,MBH,9366,36,155,101,26,5393758,227915,7/3/2015,P & P (cmt.),48.22537409,-103.6399341,SLICKWATER (HC),581.89164,68.99,,,,,
Operator 22,Well 1014,MBH,9638,22,160,100,24,3430110,106568,5/17/2016,P & P (cmt.),48.6637242,-103.5469312,SLICKWATER (HC),660,65.26,,,,,
Operator 13,Well 10140,MBH,9782,35,158,95,16,3962326,161794,5/12/2015,P & P (cmt.),48.50435997,-102.967968,SLICKWATER (HC),322.808565,72.29,,,,,
Operator 41,Well 10141,MBH,10082,33,156,100,32,5892098,191876,4/18/2015,P & P (cmt.),48.28584178,-103.5630897,SLICKWATER (HC),572.23206,130,,,,,
Operator 29,Well 10142,TFH,9381,37,158,96,13,6015570,143345,11/17/2017,P & P,48.51668174,-103.0186609,,606.570245,0.28,,,,,
Operator 45,Well 10143,TFH,8498,31,154,100,6,3995842,123118,6/8/2015,P & P (cmt.),48.187155,-103.5853696,,291.66825,42.54,,,,,
Operator 18,Well 10144,MBH,9588,35,154,98,10,2475519,36791,6/19/2015,Sleeves,48.17052441,-103.2795904,LINEAR GEL (HC),332.252555,108.37,,,,,
Operator 4,Well 10145,TFH,8317,30,155,99,31,6969000,164449,6/8/2016,P & P (cmt.),48.20150964,-103.4568676,LINEAR GEL (HC),629.06991,170.78,,,,,
Operator 4,Well 10146,MBH,10253,27,154,98,22,6653320,209054,7/3/2015,P & P (cmt.),48.14227544,-103.2729748,,660,162.59,,,,,
Operator 1,Well 10147,MBH,10244,30,155,98,7,3438290,201789,8/1/2015,P & P,48.25644129,-103.3362419,SLICKWATER (HC),534.99285,132.68,,,,,
Operator 18,Well 10148,TFH,10218,35,156,96,34,2779554,46129,8/6/2015,Sleeves,48.28577988,-103.001543,LINEAR GEL (HC),521.493475,78.12,,,,,
Operator 18,Well 10149,MBH,9892,50,156,96,34,3500537,51297,7/31/2015,Sleeves,48.28577963,-103.0014073,LINEAR GEL (HC),385.482165,87.03,,,,,
Operator 22,Well 1015,TFH,10112,26,163,100,15,2544463,68920,6/26/2016,P & P (cmt.),48.95121664,-103.6588444,,648.522495,68.93,,,,,
Operator 1,Well 10150,MBH,9348,30,153,99,4,3419637,188295,6/8/2014,P & P,48.11009597,-103.4151057,,649.69036,163.34,814.5627876,698.9590182,590.3627,488.2058587,375.701293
Operator 11,Well 10151,MBH,9932,32,155,101,5,3651079,128658,9/30/2014,P & P,48.28365876,-103.7032037,SW-GEL HYBRID,660,78.04,602.3339908,417.4446636,301.846373,,
Operator 24,Well 10152,MBH,8540,22,154,98,23,4972279,97854,8/3/2014,P & P (cmt.),48.14176127,-103.2395767,CROSSLINKED (HC),434.95974,93.25,752.3339908,466.8967784,344.0225729,282.3361823,
Operator 1,Well 10153,TFH,10747,30,155,97,29,4481023,226328,8/31/2014,P & P,48.2241618,-103.186129,,623.71108,117.19,421.1702827,410.2344948,384.4126671,325.9259259,
Operator 1,Well 10154,TFH,10908,30,155,97,29,5946657,119264,8/23/2014,P & P,48.22411431,-103.1859559,,623.71108,89.24,464.2011834,324.8630287,244.5595003,180.4660676,
Operator 41,Well 10155,TFH,10297,33,155,103,9,5776690,416896,9/19/2014,P & P (cmt.),48.25673303,-103.9337163,SLICKWATER (HC),583.883275,22.19,59.20447074,51.24917817,32.48411133,,
Operator 41,Well 10156,MBH,10661,35,155,103,9,6201801,426325,9/19/2014,P & P (cmt.),48.25673331,-103.9338396,SLICKWATER (HC),627.71659,38.16,188.1328074,162.2178391,98.82752575,,
Operator 41,Well 10157,TFH,10099,40,156,100,27,9001736,123865,2/28/2015,P & P (cmt.),48.31289824,-103.5197073,LINEAR GEL (HC),544.19041,64.98,297.9618672,182.9498137,,,
Operator 1,Well 10158,TFH,10203,30,155,98,24,5818090,119317,1/12/2015,P & P,48.22751579,-103.2195609,CROSSLINKED (HC),654.053655,105.29,484.3195266,402.3668639,283.9086128,,
Operator 1,Well 10159,MBH,10106,30,155,98,24,4214271,222609,1/2/2015,P & P,48.22751553,-103.2193761,SLICKWATER (HC),660,128.69,549.0795529,450.2191541,318.8034188,,
Operator 22,Well 1016,MBH,10062,30,163,100,15,2557604,74884,6/27/2016,P & P (cmt.),48.95121664,-103.6590526,SLICKWATER (HC),605.63495,74.85,,,,,
Operator 4,Well 10160,MBH,9741,45,156,97,2,3270302,74068,12/23/2014,P & P (cmt.),48.37161803,-103.1183984,CROSSLINKED (HC),486.56622,68.73,345.3648915,313.3355249,255.7692308,,
Operator 25,Well 10161,MBH,9214,35,158,99,7,5082697,111002,7/16/2015,P & P,48.51858623,-103.5299939,SLICKWATER (HC),660,81.37,,,,,
Operator 38,Well 10162,TF1,7116,29,154,99,14,3062561,89744,1/14/2015,P & P (cmt.),48.15828997,-103.3791787,SLICKWATER (HC),395.0051,57.9,268.5075608,182.829279,,,
Operator 13,Well 10163,TFH,9501,35,158,95,16,3936776,172186,3/25/2015,P & P (cmt.),48.50381189,-102.9680344,SLICKWATER (HC),586.42202,113.01,,,,,
Operator 41,Well 10164,TFH,9340,36,155,101,26,7694529,163498,6/28/2015,P & P (cmt.),48.22537449,-103.6398109,LINEAR GEL (HC),614.05018,55.08,,,,,
Operator 41,Well 10165,TFH,10263,40,155,101,26,8721378,141496,6/28/2015,P & P (cmt.),48.22537489,-103.6396877,LINEAR GEL (HC),605.43846,77.11,,,,,
Operator 41,Well 10166,MBH,9382,30,156,100,32,5360847,175895,4/18/2015,P & P (cmt.),48.28584119,-103.5629746,SLICKWATER (HC),551.54378,141.87,,,,,
Operator 41,Well 10167,TFH,10094,33,156,100,32,5734152,115425,4/18/2015,P & P (cmt.),48.2858406,-103.5628595,LINEAR GEL (HC),529.39626,109.46,,,,,
Operator 45,Well 10168,MBH,8473,31,154,100,6,4014095,76410,6/9/2015,P & P (cmt.),48.18715476,-103.585267,CROSSLINKED (HC),427.7632,162.49,,,,,
Operator 45,Well 10169,TFH,8817,31,154,100,6,4011141,115034,6/10/2015,P & P (cmt.),48.18715452,-103.5851644,CROSSLINKED (HC),660,121.18,,,,,
Operator 22,Well 1017,TFH,10093,26,163,100,15,2594618,71307,7/1/2016,P & P (cmt.),48.95121664,-103.6592607,SLICKWATER (HC),617.112455,69.41,,,,,
Operator 4,Well 10170,MBH,8478,39,155,99,31,9910200,234290,6/8/2016,P & P (cmt.),48.20150941,-103.4567445,LINEAR GEL (HC),643.223475,249.07,,,,,
Operator 4,Well 10171,MBH,8314,30,155,99,31,7204790,163624,6/8/2016,P & P (cmt.),48.20150987,-103.4569908,LINEAR GEL (HC),645.846435,160.92,,,,,
Operator 4,Well 10172,MBH,9096,43,155,99,31,6396560,197469,8/22/2015,P & P (cmt.),48.2004127,-103.4566138,SLICKWATER (HC),562.785885,188.76,,,,,
Operator 4,Well 10173,MBH,7785,26,154,98,22,3662330,127741,6/23/2015,P & P (cmt.),48.14071845,-103.2785568,SLICKWATER (HC),660,154,,,,,
Operator 18,Well 10174,TFH,9478,50,156,96,34,3527495,53590,8/4/2015,Sleeves,48.28577938,-103.0012716,,340.049495,54.07,,,,,
Operator 18,Well 10175,MBH,9123,35,156,96,34,2800412,43113,8/2/2015,Sleeves,48.28577913,-103.001136,LINEAR GEL (HC),476.060805,87.8,,,,,
Operator 1,Well 10176,TFH,9321,30,153,99,4,3386062,200365,6/15/2014,P & P,48.11009588,-103.41529,SLICKWATER (HC),640.94845,127.78,677.7777778,539.5244357,459.9879465,355.8550661,276.865549
Operator 24,Well 10177,TFH,8554,26,154,98,23,5064052,104538,8/10/2014,P & P (cmt.),48.14170057,-103.239664,,293.668665,56.6,285.8645628,257.0238878,209.1825553,172.7043612,
Operator 24,Well 10178,MBH,8555,22,154,98,23,4814220,96980,8/3/2014,P & P (cmt.),48.14164261,-103.2397514,CROSSLINKED (HC),275.37688,80.2,464.3326759,407.1882533,319.7019505,255.7308788,
Operator 2,Well 10179,MBH,6602,40,158,95,15,2788140,81957,10/30/2014,P & P (cmt.),48.5165176,-102.9382945,CROSSLINKED (HC),494.500555,34.1,27.44904668,,,,
Operator 22,Well 1018,MBH,9710,22,160,98,6,3427535,101918,7/18/2016,P & P (cmt.),48.71962002,-103.392613,SLICKWATER (HC),660,61.3,,,,,
Operator 2,Well 10180,TFH,6768,30,158,95,15,2609300,69413,10/23/2014,P & P,48.51651782,-102.9381706,CROSSLINKED (HC),487.65571,65.85,235.4700855,140.5325444,,,
Operator 41,Well 10181,MBH,9885,32,156,100,27,5667128,228442,3/24/2015,P & P (cmt.),48.31289749,-103.5198307,SLICKWATER (HC),562.09527,135.82,711.669954,,,,
Operator 41,Well 10182,TFH,10297,32,156,100,27,5769521,239040,3/4/2015,P & P (cmt.),48.31289527,-103.5202008,SLICKWATER (HC),641.04941,84.73,435.5358317,,,,
Operator 2,Well 10183,MBH,9085,29,155,96,33,5527720,101250,12/21/2014,P & P,48.19821358,-103.0304799,CROSSLINKED (HC),656.010245,117.33,651.6765286,326.8682884,,,
Operator 1,Well 10184,TFH,9646,30,155,98,12,5953511,116659,10/18/2014,P & P,48.25624528,-103.2279373,CROSSLINKED (HC),581.95123,101.06,543.0637738,450.4273504,359.2154284,,
Operator 4,Well 10185,MBH,10072,45,156,97,2,3472063,72456,12/23/2014,P & P (cmt.),48.37161779,-103.1185837,CROSSLINKED (HC),647.471315,70.09,420.7429323,344.2143327,243.3596318,,
Operator 38,Well 10186,TFH,7078,28,154,99,14,4067939,126164,1/2/2015,P & P (cmt.),48.15807068,-103.3791787,SLICKWATER (HC),660,76.71,368.6390533,288.1437651,,,
Operator 2,Well 10187,MBH,9302,30,154,95,8,3525749,76803,1/23/2015,P & P,48.16935185,-102.9205515,CROSSLINKED (HC),643.08986,113.34,592.0447074,273.3070348,,,
Operator 2,Well 10188,MBH,9546,30,154,95,8,3534511,73430,1/18/2015,P & P,48.16935139,-102.9204284,CROSSLINKED (HC),643.08986,118.22,555.4569362,304.4597852,,,
Operator 41,Well 10189,MBH,9947,32,155,101,26,5726944,250147,7/14/2015,P & P (cmt.),48.22537529,-103.6395646,SLICKWATER (HC),596.30116,79.36,,,,,
Operator 22,Well 1019,TFH,10027,20,160,98,6,2670032,63261,7/18/2016,P & P (cmt.),48.71962047,-103.3924058,SLICKWATER (HC),660,50.04,,,,,
Operator 41,Well 10190,TFH,9960,38,155,101,26,8279490,137832,7/20/2015,P & P (cmt.),48.22537568,-103.6394414,LINEAR GEL (HC),606.58366,54.25,,,,,
Operator 41,Well 10191,TFH,9300,30,156,100,32,5012521,86896,4/29/2015,P & P (cmt.),48.28584001,-103.5627444,LINEAR GEL (HC),548.716225,94.64,,,,,
Operator 27,Well 10192,MBH,9233,25,159,100,18,2365696,56326,1/16/2015,P & P (cmt.),48.59814779,-103.6661283,LINEAR GEL (HC),660,63.72,,,,,
Operator 1,Well 10193,TFH,9814,30,155,98,29,5877363,117503,3/18/2015,P & P,48.22590162,-103.3178259,CROSSLINKED (HC),656.042945,135.7,,,,,
Operator 1,Well 10194,MBH,9641,30,155,98,29,3425827,198026,3/25/2015,P & P,48.22590179,-103.3180106,SLICKWATER (HC),653.929145,149.47,,,,,
Operator 4,Well 10195,TFH,9807,30,155,99,31,4180330,132458,8/13/2015,P & P (cmt.),48.20041293,-103.4567369,SLICKWATER (HC),412.97553,146.75,,,,,
Operator 4,Well 10196,MBH,10622,28,154,98,22,3999325,145370,6/16/2015,P & P (cmt.),48.14071845,-103.2784338,SLICKWATER (HC),660,158.53,,,,,
Operator 4,Well 10197,TFH,9070,30,154,98,22,3987815,81351,6/17/2015,P & P (cmt.),48.14071845,-103.2781878,,606.311855,93.68,,,,,
Operator 2,Well 10198,TFH,9849,40,155,95,34,7514835,113344,10/20/2015,30 Sleeves and 10 P & P,48.19878022,-102.8877722,CROSSLINKED (HC),657.484025,143.3,,,,,
Operator 2,Well 10199,TFH,9809,40,155,95,34,7278341,112839,10/24/2015,30 Sleeves and 10 P & P,48.19877993,-102.8878954,CROSSLINKED (HC),576.054965,147.47,,,,,
Operator 1,Well 102,TFH,9525,30,141,99,28,5584901,92251,7/16/2014,P & P,47.00834268,-103.2307436,,660,59.55,373.1426693,285.6563664,222.1455183,183.8118197,
Operator 1,Well 1020,TFH,10066,30,160,95,35,3698163,60260,3/20/2012,P & P,48.63368739,-102.9115767,,660,135.35,,,,,
Operator 38,Well 10200,MBH,3828,24,154,99,15,3390000,35496,5/20/2014,Sleeves,48.15519747,-103.4078317,,660,60.91,475.9040105,283.936007,200.9697567,157.9625977,125.5561034
Operator 24,Well 10201,TFH,9608,28,154,98,23,5180751,109932,8/10/2014,P & P (cmt.),48.14158464,-103.2398387,,270.06387,72.03,429.7830375,338.5382424,266.5461319,226.5687779,
Operator 2,Well 10202,TFH,6956,31,158,95,15,2421700,65569,11/2/2014,P & P,48.51651805,-102.9380468,CROSSLINKED (HC),487.65571,50.81,215.1873767,104.7556432,,,
Operator 1,Well 10203,TFH,10260,30,152,100,4,5633721,120142,9/20/2014,P & P,48.02373581,-103.493569,CROSSLINKED (HC),648.001255,130.47,545.3977646,477.6901162,411.264519,,
Operator 1,Well 10204,MBH,10437,30,152,100,4,4472358,225812,9/19/2014,P & P,48.02373581,-103.4937531,SLICKWATER (HC),648.001255,182.78,964.5299145,750.8327854,610.1961429,,
Operator 1,Well 10205,MBH,9663,40,155,98,12,5922884,314725,10/20/2014,P & P,48.25624528,-103.2281221,SLICKWATER (HC),587.39845,129.96,567.0282709,502.7942143,394.351304,,
Operator 4,Well 10206,MBH,10755,26,154,98,23,6658898,125362,11/3/2014,P & P (cmt.),48.14254307,-103.2493916,CROSSLINKED (HC),660,128.48,658.086785,579.837826,476.5669516,,
Operator 46,Well 10207,TFH,9404,50,153,99,2,5845801,237558,11/5/2015,P & P,48.11045453,-103.3854577,,469.861795,71.81,,,,,
Operator 1,Well 10208,MBH,9615,30,155,98,9,3380290,189316,5/3/2015,P & P,48.25631926,-103.2931849,SLICKWATER (HC),660,126,,,,,
Operator 1,Well 10209,TFH,9566,30,155,98,9,5890822,120669,5/3/2015,P & P,48.25631831,-103.293,SLICKWATER (HC),634.47643,101.92,,,,,
Operator 22,Well 1021,TFH,9369,26,163,100,15,2606561,69417,7/6/2016,P & P (cmt.),48.95121664,-103.6594688,SLICKWATER (HC),660,56.63,,,,,
Operator 2,Well 10210,MBH,10145,45,158,95,29,3950600,107724,2/22/2015,30 Sleeves and 15 P & P,48.48771474,-102.9823802,CROSSLINKED (HC),660,71.65,,,,,
Operator 2,Well 10211,TFH,9617,45,158,95,29,3729120,102626,2/18/2015,30 Sleeves and 15 P & P,48.48771474,-102.9825039,CROSSLINKED (HC),660,39.51,,,,,
Operator 41,Well 10212,TFH,9689,37,155,101,26,8043673,160986,7/13/2015,P & P (cmt.),48.22537608,-103.6393182,LINEAR GEL (HC),513.611445,27.5,,,,,
Operator 4,Well 10213,MBH,9357,35,156,97,12,2700645,68985,5/9/2015,P & P (cmt.),48.34401688,-103.1057193,SLICKWATER (HC),644.65422,66.86,,,,,
Operator 46,Well 10214,MBH,11331,50,155,100,3,7054937,335993,10/10/2016,P & P,48.28314959,-103.5273678,SLICKWATER (HC),660,164.63,,,,,
Operator 46,Well 10215,TFH,9620,50,155,100,3,5969552,280491,10/10/2016,P & P,48.28314959,-103.5272445,SLICKWATER (HC),660,97.71,,,,,
Operator 4,Well 10216,MBH,9831,43,155,99,31,6251704,192841,8/22/2015,P & P (cmt.),48.20041316,-103.4568601,SLICKWATER (HC),406.402905,161.19,,,,,
Operator 4,Well 10217,TFH,10330,30,155,99,31,4153600,127033,8/13/2015,P & P (cmt.),48.20041339,-103.4569832,SLICKWATER (HC),532.21453,124.38,,,,,
Operator 13,Well 10218,MBH,9569,27,158,95,16,6496004,141364,12/29/2016,P & P (cmt.),48.5043189,-102.9576084,SLICKWATER (HC),554.250055,113.96,,,,,
Operator 13,Well 10219,TFH,9504,27,158,95,16,6491290,147164,1/1/2017,P & P (cmt.),48.50431867,-102.9574846,SLICKWATER (HC),541.13759,121.45,,,,,
Operator 22,Well 1022,MBH,9396,30,163,99,19,2559220,72865,7/30/2016,P & P (cmt.),48.92429139,-103.5926644,SLICKWATER (HC),654.556955,63.64,,,,,
Operator 2,Well 10220,MBH,9849,40,155,95,34,7370594,103868,10/20/2015,30 Sleeves and 10 P & P,48.19877965,-102.8880185,,576.054965,184.52,,,,,
Operator 2,Well 10221,MBH,8918,30,158,95,3,3517480,80672,5/31/2015,P & P,48.54546068,-102.9346376,CROSSLINKED (HC),614.0473,128.56,,,,,
Operator 1,Well 10222,TFH,9517,30,159,96,26,4762042,74981,10/19/2014,P & P,48.57480188,-103.0467698,LINEAR GEL (HC),660,84.93,530.0460224,415.8229235,323.4768792,255.3510118,
Operator 2,Well 10223,MBH,9576,30,154,97,3,3605340,72745,9/19/2014,P & P,48.19662671,-103.1364835,CROSSLINKED (HC),648.624555,61.16,342.5706772,225.9040105,175.7177296,,
Operator 2,Well 10224,TFH,9328,30,154,97,3,3122958,69070,9/10/2014,P & P,48.1966426,-103.1366025,CROSSLINKED (HC),658.100335,36.1,222.2879684,140.8174447,96.59215428,,
Operator 38,Well 10225,TFH,7132,35,154,99,14,8149577,108184,8/11/2014,P & P (cmt.),48.16598689,-103.3775384,,175.7391,88.41,690.8284024,516.2502739,363.2697787,282.4530645,
Operator 4,Well 10226,TFH,8855,30,155,99,16,3613800,74651,2/5/2015,P & P (cmt.),48.25333536,-103.426222,SLICKWATER (HC),479.937825,109.52,,,,,
Operator 27,Well 10227,MBH,9843,25,159,101,10,2926957,58359,12/18/2014,P & P (cmt.),48.60533529,-103.7205181,LINEAR GEL (HC),660,34.2,145.1676529,134.231865,111.3521806,,
Operator 27,Well 10228,MBH,9843,25,159,101,10,2936957,58150,12/18/2014,P & P (cmt.),48.6053339,-103.7200838,,660,42.29,208.382643,176.7258383,150.2465483,,
Operator 46,Well 10229,MBH,9228,50,153,99,2,5826815,311919,8/23/2015,P & P,48.11045481,-103.3855806,SLICKWATER (HC),581.826495,248.25,,,,,
Operator 22,Well 1023,MBH,10016,30,163,99,19,2542970,73124,7/30/2016,P & P (cmt.),48.92429158,-103.5928725,SLICKWATER (HC),568.5203,55.47,,,,,
Operator 46,Well 10230,MBH,9287,50,156,100,24,6005148,319763,11/11/2015,P & P,48.31431681,-103.4792582,SLICKWATER (HC),660,147.96,,,,,
Operator 18,Well 10231,MBH,10192,34,157,97,1,2728509,43641,5/21/2015,Sleeves,48.45870268,-103.1474919,LINEAR GEL (HC),591.68336,52.24,,,,,
Operator 18,Well 10232,MBH,9470,35,157,97,1,2448193,43710,5/23/2015,Sleeves,48.45870237,-103.1473558,LINEAR GEL (HC),500.88267,61.2,,,,,
Operator 2,Well 10233,MBH,9290,45,158,95,29,3410460,92011,2/16/2015,30 Sleeves and 15 P & P,48.48771474,-102.9826277,CROSSLINKED (HC),362.66657,67.43,,,,,
Operator 41,Well 10234,TFH,10178,39,155,101,26,8441961,127047,7/20/2015,P & P (cmt.),48.22537648,-103.639195,LINEAR GEL (HC),617.8564,25.25,,,,,
Operator 35,Well 10235,MBH,9766,33,156,101,2,4065478,167608.619,3/9/2015,P & P,48.37218043,-103.6398025,SLICKWATER (HC),660,101.1,,,,,
Operator 4,Well 10236,TFH,9068,30,156,97,12,2435626,97308,5/9/2015,P & P (cmt.),48.34401688,-103.1053489,SLICKWATER (HC),639.160975,51.96,,,,,
Operator 4,Well 10237,MBH,9865,35,156,97,12,3847369,167327,4/29/2015,P & P (cmt.),48.34401688,-103.1049785,SLICKWATER (HC),654.506755,47.64,,,,,
Operator 46,Well 10238,MBH,8627,48,155,100,3,5383390,261060,9/30/2016,P & P,48.28314959,-103.5271212,SLICKWATER (HC),660,138.79,,,,,
Operator 46,Well 10239,TFH,7375,41,155,100,3,4599130,220467,9/30/2016,P & P,48.28314959,-103.5269979,SLICKWATER (HC),660,54.92,,,,,
Operator 7,Well 1024,MBH,4951,1,143,97,31,548000,6996,1/1/2005,No Data,47.1552258,-103.0139173,,660,47.94,196.416831,169.6033311,143.2281394,128.0480678,117.8144861
Operator 13,Well 10240,MBH,9209,50,158,95,16,4243715,184077,8/3/2015,P & P (cmt.),48.50434482,-102.9642155,SLICKWATER (HC),361.649425,92.65,,,,,
Operator 1,Well 10241,TFH,9561,30,155,98,7,7276267,147037,8/14/2015,P & P,48.25643779,-103.3356873,SLICKWATER (HC),660,95.01,,,,,
Operator 1,Well 10242,MBH,9710,30,155,98,7,3437010,200342,8/14/2015,P & P,48.25643895,-103.3358721,,660,122.4,,,,,
Operator 13,Well 10243,MBH,9503,27,158,95,16,6497500,145047,1/1/2017,P & P (cmt.),48.50431845,-102.9573607,SLICKWATER (HC),593.974205,179.98,,,,,
Operator 4,Well 10244,TFH,10572,40,156,97,13,3770225,231157,4/11/2015,P & P (cmt.),48.34054941,-103.0924982,SLICKWATER (HC),639.56585,43.65,194.5759369,102.7832566,,,
Operator 4,Well 10245,MBH,10292,39,156,97,13,3412408,180004,4/11/2015,P & P (cmt.),48.34067276,-103.0924982,,654.28215,57.69,238.3629191,120.9401709,,,
Operator 11,Well 10246,MBH,9713,32,155,101,5,3394228,160734,9/30/2014,P & P,48.28401252,-103.7088147,SLICKWATER (HC),660,74.57,631.426693,357.4841113,270.2443568,,
Operator 11,Well 10247,TFH,10037,32,155,101,5,3549910,165970,9/30/2014,P & P,48.28401259,-103.7086791,,660,60.24,308.2840237,248.2029367,211.7521368,,
Operator 2,Well 10248,TFH,9545,30,154,97,3,3504595,81159,8/29/2014,P & P,48.1966771,-103.1368446,CROSSLINKED (HC),660,44.48,231.9197896,158.1196581,114.7435897,,
Operator 38,Well 10249,TFH,7286,29,154,99,14,4314800,114445,8/18/2014,Sleeves,48.16609654,-103.3775384,,660,99.17,648.4220907,532.2156476,403.1503397,323.6576813,
Operator 22,Well 1025,TFH,9895,26,163,99,19,2579513,70888,7/29/2016,P & P (cmt.),48.92429178,-103.5930806,SLICKWATER (HC),621.174405,68.21,,,,,
Operator 11,Well 10250,TFH,9819,32,155,101,5,3969659,79720,8/31/2014,Sleeves,48.28412949,-103.6928755,LINEAR GEL (HC),630.919145,45.66,250.8547009,184.8674118,,,
Operator 11,Well 10251,MBH,10037,32,155,101,5,4001949,68883,12/24/2014,Sleeves,48.28412961,-103.6926042,LINEAR GEL (HC),630.919145,96,464.365549,400.8985317,,,
Operator 4,Well 10252,MBH,8518,30,155,99,16,3847209,150417,2/13/2015,P & P (cmt.),48.25333519,-103.4260988,SLICKWATER (HC),344.337445,108.63,,,,,
Operator 1,Well 10253,MBH,9608,30,159,96,13,3595330,161194,12/23/2014,P & P,48.60338858,-103.031659,SLICKWATER (HC),660,71.04,231.8869165,93.37058952,,,
Operator 46,Well 10254,TFH,9344,50,156,100,24,5996185,320637,11/11/2015,P & P,48.31431664,-103.4793816,SLICKWATER (HC),660,129.92,,,,,
Operator 46,Well 10255,MBH,9317,50,156,100,24,5993187,351958,11/11/2015,P & P,48.31431647,-103.4795049,SLICKWATER (HC),646.618665,151.83,,,,,
Operator 1,Well 10256,MBH,4322,25,154,100,2,2878307,150367,11/28/2014,P & P,48.19694696,-103.5094522,,660,95.41,526.8244576,436.2699978,379.4543064,,
Operator 1,Well 10257,MBH,9628,30,158,96,11,3605864,157958,11/11/2014,P & P,48.51782962,-103.0451732,SLICKWATER (HC),660,70.22,422.8468113,318.8143765,257.8128424,,
Operator 18,Well 10258,TFH,9820,35,154,98,7,2415797,43102,3/27/2015,Sleeves,48.17029721,-103.3258681,CROSSLINKED (HC),568.42309,103.13,,,,,
Operator 35,Well 10259,MBH,9681,34,156,101,2,4073013,169481.4762,3/9/2015,P & P,48.37217751,-103.639679,SLICKWATER (HC),660,145.09,,,,,
Operator 22,Well 1026,TFH,9308,26,163,99,19,2595072,68502,7/29/2016,P & P (cmt.),48.92429197,-103.5932886,SLICKWATER (HC),660,73.14,,,,,
Operator 35,Well 10260,MBH,9607,34,156,101,2,4080212,169482.881,3/9/2015,P & P,48.37217733,-103.6395555,SLICKWATER (HC),660,133.94,,,,,
Operator 18,Well 10261,MBH,9817,35,154,98,32,2471489,39864,4/1/2015,Sleeves,48.11200385,-103.322933,LINEAR GEL (HC),506.8053,98.58,611.374096,428.0955512,,,
Operator 13,Well 10262,TFH,9329,50,158,95,16,4176760,192101,8/3/2015,P & P (cmt.),48.50434508,-102.9643599,SLICKWATER (HC),157.018175,87.34,,,,,
Operator 13,Well 10263,MBH,9336,50,158,95,16,4215151,181809,8/2/2015,P & P (cmt.),48.50434535,-102.9645044,SLICKWATER (HC),264.360415,93.53,,,,,
